time,current,voltage,soc_ground_truth
61,-0.5,4.223408393862967,1.0
62,-0.5,4.2616158464400975,1.0
63,-0.5,4.167804367279549,1.0
64,-0.5,4.155052833772548,1.0
65,-0.5,4.178554206644003,1.0
66,-0.5,4.219002948425733,1.0
67,-0.5,4.138359337976573,1.0
68,-0.5,4.186997386120348,1.0
69,-0.5,4.257061272988171,1.0
70,-0.5,4.180637644511574,1.0
71,-0.5,4.1812786861991995,1.0
72,-0.5,4.204980412710356,1.0
73,-0.5,4.167471297816037,1.0
74,-0.5,4.2602006404058566,1.0
75,-0.5,4.220302843756119,1.0
76,-0.5,4.176928167643766,1.0
77,-0.5,4.214893207625685,1.0
78,-0.5,4.230741613359895,1.0
79,-0.5,4.166306024719169,1.0
80,-0.5,4.186430258945826,1.0
81,-0.5,4.2787325100321665,1.0
82,-0.5,4.288842730464245,1.0
83,-0.5,4.158388045399756,1.0
84,-0.5,4.241689547484582,1.0
85,-0.5,4.22680266214669,1.0
86,-0.5,4.241226824616934,1.0
87,-0.5,4.203811573270489,1.0
88,-0.5,4.2280986835956575,1.0
89,-0.5,4.205510385011865,1.0
90,-0.5,4.191089069300888,1.0
91,-0.5,4.242931454905162,1.0
92,-0.5,4.1378919538624865,1.0
93,-0.5,4.2296868139457695,1.0
94,-0.5,4.2152241822087255,1.0
95,-0.5,4.155155163166566,1.0
96,-0.5,4.181824302290265,1.0
97,-0.5,4.208889935336861,1.0
98,-0.5,4.184003025680276,1.0
99,-0.5,4.216513926008466,1.0
100,-0.5,4.137432231011402,1.0
101,-0.5,4.178773173196719,1.0
102,-0.5,4.161437778466615,1.0
103,-0.5,4.1519681639725405,1.0
104,-0.5,4.18660963263319,1.0
105,-0.5,4.203975948023415,1.0
106,-0.5,4.143130770051289,1.0
107,-0.5,4.179763412187436,1.0
108,-0.5,4.1777298840988975,1.0
109,-0.5,4.182830976502713,1.0
110,-0.5,4.168964549734866,1.0
111,-0.5,4.2266448478964245,1.0
112,-0.5,4.194522056001666,1.0
113,-0.5,4.234280012012932,1.0
114,-0.5,4.174037349314103,1.0
115,-0.5,4.212635006669591,1.0
116,-0.5,4.211574302809728,1.0
117,-0.5,4.115651181174268,1.0
118,-0.5,4.193227554710484,1.0
119,-0.5,4.1778474397062215,1.0
120,-0.5,4.215166112329138,1.0
121,-0.5,4.214711040821516,1.0
122,-0.5,4.173205326922133,1.0
123,-0.5,4.22142755356829,1.0
124,-0.5,4.161739100958107,1.0
125,-0.5,4.154117424475195,1.0
126,-0.5,4.175737827880825,1.0
127,-0.5,4.064821950931807,1.0
128,-0.5,4.1945717983887025,1.0
129,-0.5,4.235020191101912,1.0
130,-0.5,4.201545512740332,1.0
131,-0.5,4.2071943777653775,1.0
132,-0.5,4.074890460285274,1.0
133,-0.5,4.145861266521463,1.0
134,-0.5,4.115313257078064,1.0
135,-0.5,4.205185301373339,1.0
136,-0.5,4.224989900336081,1.0
137,-0.5,4.189760160450185,1.0
138,-0.5,4.164047081261203,1.0
139,-0.5,4.281803364421314,1.0
140,-0.5,4.18434009881483,1.0
141,-0.5,4.135547370324113,1.0
142,-0.5,4.224772285112117,1.0
143,-0.5,4.263875409243804,1.0
144,-0.5,4.128011207419751,1.0
145,-0.5,4.180607552821609,1.0
146,-0.5,4.1808028043163645,1.0
147,-0.5,4.203755040792089,1.0
148,-0.5,4.12512933131391,1.0
149,-0.5,4.192837013618101,1.0
150,-0.5,4.207327604840258,1.0
151,-0.5,4.1119099001148065,1.0
152,-0.5,4.255528509996197,1.0
153,-0.5,4.208505672955511,1.0
154,-0.5,4.176761530187453,1.0
155,-0.5,4.204326088446996,1.0
156,-0.5,4.189465445361666,1.0
157,-0.5,4.2230924551212565,1.0
158,-0.5,4.169092089103156,1.0
159,-0.5,4.198453384452877,1.0
160,-0.5,4.1379458352915846,1.0
161,-0.5,4.195611423473854,1.0
162,-0.5,4.218899825316588,1.0
163,-0.5,4.155164576978992,1.0
164,-0.5,4.238051961047056,1.0
165,-0.5,4.218715317449755,1.0
166,-0.5,4.172485483853813,1.0
167,-0.5,4.084992310340185,1.0
168,-0.5,4.195475144803002,1.0
169,-0.5,4.2296478909556665,1.0
170,-0.5,4.237290387312425,1.0
171,-0.5,4.160602901617266,1.0
172,-0.5,4.258561787712362,1.0
173,-0.5,4.196861823592482,1.0
174,-0.5,4.1242963213954384,1.0
175,-0.5,4.1830685525023075,1.0
176,-0.5,4.235213279494284,1.0
177,-0.5,4.312966394928548,1.0
178,-0.5,4.290119792436814,1.0
179,-0.5,4.201370605992658,1.0
180,-0.5,4.137494168229773,1.0
181,-0.5,4.241208016301608,1.0
182,-0.5,4.193776077488763,1.0
183,-0.5,4.190971944341642,1.0
184,-0.5,4.131019974253423,1.0
185,-0.5,4.250608010393823,1.0
186,-0.5,4.290332533334655,1.0
187,-0.5,4.214327540279505,1.0
188,-0.5,4.253124371424339,1.0
189,-0.5,4.212237223846909,1.0
190,-0.5,4.268191294974436,1.0
191,-0.5,4.232806248900172,1.0
192,-0.5,4.286078860934983,1.0
193,-0.5,4.287832038963708,1.0
194,-0.5,4.236793219779652,1.0
195,-0.5,4.25157213752322,1.0
196,-0.5,4.200487071383585,1.0
197,-0.5,4.178913023674173,1.0
198,-0.5,4.184207471692401,1.0
199,-0.5,4.169919681250415,1.0
200,-0.5,4.192949195926732,1.0
201,-0.5,4.203856484216213,1.0
202,-0.5,4.118950938677013,1.0
203,-0.5,4.197155213927257,1.0
204,-0.5,4.063131813475443,1.0
205,-0.5,4.203667752696723,1.0
206,-0.5,4.2080159789188425,1.0
207,-0.5,4.2051479689696185,1.0
208,-0.5,4.109483589837003,1.0
209,-0.5,4.219240508003352,1.0
210,-0.5,4.2142096845928965,1.0
211,-0.5,4.312056281933773,1.0
212,-0.5,4.2747118449524395,1.0
213,-0.5,4.20522394070376,1.0
214,-0.5,4.183714948765892,1.0
215,-0.5,4.264916394672645,1.0
216,-0.5,4.185690058152444,1.0
217,-0.5,4.208002659421506,1.0
218,-0.5,4.286564719520056,1.0
219,-0.5,4.167155293584397,1.0
220,-0.5,4.305019915445396,1.0
221,-0.5,4.193695853431542,1.0
222,-0.5,4.183848130376472,1.0
223,-0.5,4.119595744120829,1.0
224,-0.5,4.265822152809953,1.0
225,-0.5,4.160659108186919,1.0
226,-0.5,4.213194214586372,1.0
227,-0.5,4.20008164002282,1.0
228,-0.5,4.218825491381123,1.0
229,-0.5,4.2601056138985225,1.0
230,-0.5,4.245547378080021,1.0
231,-0.5,4.1736841839097645,1.0
232,-0.5,4.169208096172358,1.0
233,-0.5,4.193291385517219,1.0
234,-0.5,4.116137371244753,1.0
235,-0.5,4.163533635344448,1.0
236,-0.5,4.281780206170644,1.0
237,-0.5,4.125188144172838,1.0
238,-0.5,4.149978324659357,1.0
239,-0.5,4.231388111339375,1.0
240,-0.5,4.158493695367279,1.0
241,-0.5,4.194105326357578,1.0
242,-0.5,4.130763092401562,1.0
243,-0.5,4.197180499646956,1.0
244,-0.5,4.167402068465455,1.0
245,-0.5,4.169115368945589,1.0
246,-0.5,4.2171781936010335,1.0
247,-0.5,4.233134114905455,1.0
248,-0.5,4.172020012561582,1.0
249,-0.5,4.2549295154186035,1.0
250,-0.5,4.210872619343348,1.0
251,-0.5,4.193802297764742,1.0
252,-0.5,4.138228883093622,1.0
253,-0.5,4.13712625201817,1.0
254,-0.5,4.247667689367729,1.0
255,-0.5,4.235878741220789,1.0
256,-0.5,4.184880542547401,1.0
257,-0.5,4.1628230596076135,1.0
258,-0.5,4.129466207341859,1.0
259,-0.5,4.203725484345984,1.0
260,-0.5,4.205222313039288,1.0
261,-0.5,4.194221107287779,1.0
262,-0.5,4.158856855744471,1.0
263,-0.5,4.2046746415989595,1.0
264,-0.5,4.236965168041546,1.0
265,-0.5,4.189177250136273,1.0
266,-0.5,4.2511749209898415,1.0
267,-0.5,4.121670925256661,1.0
268,-0.5,4.245542085196275,1.0
269,-0.5,4.196974319381363,1.0
270,-0.5,4.213281362928084,1.0
271,-0.5,4.123008177315047,1.0
272,-0.5,4.222026371030961,1.0
273,-0.5,4.231599397181541,1.0
274,-0.5,4.185654345581264,1.0
275,-0.5,4.207942253547374,1.0
276,-0.5,4.178726548743656,1.0
277,-0.5,4.1918162002595105,1.0
278,-0.5,4.335339257631752,1.0
279,-0.5,4.145340144554002,1.0
280,-0.5,4.172739472545284,1.0
281,-0.5,4.187809337092225,1.0
282,-0.5,4.252846604714768,1.0
283,-0.5,4.250178445160642,1.0
284,-0.5,4.2224596458152535,1.0
285,-0.5,4.251369623264948,1.0
286,-0.5,4.152386229447122,1.0
287,-0.5,4.221751253755543,1.0
288,-0.5,4.153849611821256,1.0
289,-0.5,4.200405639184137,1.0
290,-0.5,4.195230355730734,1.0
291,-0.5,4.209071419698311,1.0
292,-0.5,4.135309922527287,1.0
293,-0.5,4.248614717184021,1.0
294,-0.5,4.230295481374125,1.0
295,-0.5,4.239908689037363,1.0
296,-0.5,4.163576208924113,1.0
297,-0.5,4.135477195851442,1.0
298,-0.5,4.184970000882353,1.0
299,-0.5,4.134260181801457,1.0
300,-0.5,4.219461773164098,1.0
301,-0.5,4.269208391515203,1.0
302,-0.5,4.244012530611291,1.0
303,-0.5,4.2123352188356025,1.0
304,-0.5,4.200461067205719,1.0
305,-0.5,4.205903277082434,1.0
306,-0.5,4.211951604766886,1.0
307,-0.5,4.158598881308114,1.0
308,-0.5,4.195720890349817,1.0
309,-0.5,4.140643887263409,1.0
310,-0.5,4.175443549081793,1.0
311,-0.5,4.125897221058472,1.0
312,-0.5,4.236382420698254,1.0
313,-0.5,4.215199959423633,1.0
314,-0.5,4.249265218365779,1.0
315,-0.5,4.170762365887791,1.0
316,-0.5,4.141976273849782,1.0
317,-0.5,4.169309982372556,1.0
318,-0.5,4.1448269961917505,1.0
319,-0.5,4.170583397666747,1.0
320,-0.5,4.1680441802831885,1.0
321,-0.5,4.159880723919139,1.0
322,-0.5,4.293332378140181,1.0
323,-0.5,4.126745886243789,1.0
324,-0.5,4.138593299630361,1.0
325,-0.5,4.2103162201751525,1.0
326,-0.5,4.085138906163684,1.0
327,-0.5,4.2033780628567365,1.0
328,-0.5,4.19738849751459,1.0
329,-0.5,4.223329377776839,1.0
330,-0.5,4.187579181778131,1.0
331,-0.5,4.211549317688127,1.0
332,-0.5,4.282606522439532,1.0
333,-0.5,4.208597269667951,1.0
334,-0.5,4.2261180498385915,1.0
335,-0.5,4.086179530568701,1.0
336,-0.5,4.233160712721026,1.0
337,-0.5,4.13382337008238,1.0
338,-0.5,4.206774711542113,1.0
339,-0.5,4.215970166978787,1.0
340,-0.5,4.179780144184187,1.0
341,-0.5,4.294248971084259,1.0
342,-0.5,4.279256662641145,1.0
343,-0.5,4.233437439971845,1.0
344,-0.5,4.10080259396133,1.0
345,-0.5,4.119588021021626,1.0
346,-0.5,4.107584029763782,1.0
347,-0.5,4.179703779468618,1.0
348,-0.5,4.213212777370173,1.0
349,-0.5,4.214185442747713,1.0
350,-0.5,4.166579667352272,1.0
351,-0.5,4.225827663270435,1.0
352,-0.5,4.265474291465215,1.0
353,-0.5,4.241208852457183,1.0
354,-0.5,4.1798467319634085,1.0
355,-0.5,4.199707818038988,1.0
356,-0.5,4.250235907913032,1.0
357,-0.5,4.131589055132821,1.0
358,-0.5,4.281306529097836,1.0
359,-0.5,4.180100649984451,1.0
360,-0.5,4.098962210551937,1.0
361,-0.5,4.306273293061277,1.0
362,-0.5,4.13249634505091,1.0
363,-0.5,4.25388416539487,1.0
364,-0.5,4.292184129719908,1.0
365,-0.5,4.172628347712743,1.0
366,-0.5,4.164314421770125,1.0
367,-0.5,4.1007697111314645,1.0
368,-0.5,4.128912672057742,1.0
369,-0.5,4.1928171467461945,1.0
370,-0.5,4.173539147653634,1.0
371,-0.5,4.110979930883898,1.0
372,-0.5,4.185308063704554,1.0
373,-0.5,4.260907052717109,1.0
374,-0.5,4.162618386821018,1.0
375,-0.5,4.175349926463481,1.0
376,-0.5,4.280662777005777,1.0
377,-0.5,4.163369264792215,1.0
378,-0.5,4.15154946093686,1.0
379,-0.5,4.15850716157139,1.0
380,-0.5,4.139808525729288,1.0
381,-0.5,4.164265851289719,1.0
382,-0.5,4.104928903116748,1.0
383,-0.5,4.129127092238992,1.0
384,-0.5,4.258979685863904,1.0
385,-0.5,4.216210615162903,1.0
386,-0.5,4.183781881238911,1.0
387,-0.5,4.147442817632333,1.0
388,-0.5,4.214910925267592,1.0
389,-0.5,4.209844331744634,1.0
390,-0.5,4.151675049949336,1.0
391,-0.5,4.245960289754072,1.0
392,-0.5,4.2349431940907785,1.0
393,-0.5,4.148545770871035,1.0
394,-0.5,4.232439671357294,1.0
395,-0.5,4.178867801388546,1.0
396,-0.5,4.12538721913273,1.0
397,-0.5,4.256385869219178,1.0
398,-0.5,4.22117040240177,1.0
399,-0.5,4.2491334982293125,1.0
400,-0.5,4.094848885604185,1.0
401,-0.5,4.202901409069381,1.0
402,-0.5,4.169352870520296,1.0
403,-0.5,4.314012020502764,1.0
404,-0.5,4.038395819296222,1.0
405,-0.5,4.20102814807277,1.0
406,-0.5,4.162202169256732,1.0
407,-0.5,4.183619643978051,1.0
408,-0.5,4.285271273067052,1.0
409,-0.5,4.163165848564304,1.0
410,-0.5,4.097150738421906,1.0
411,-0.5,4.291901500944835,1.0
412,-0.5,4.216774465275824,1.0
413,-0.5,4.210731824700796,1.0
414,-0.5,4.260209482508883,1.0
415,-0.5,4.164631178702787,1.0
416,-0.5,4.175457049953617,1.0
417,-0.5,4.243957311716076,1.0
418,-0.5,4.165050503587792,1.0
419,-0.5,4.19183657624247,1.0
420,-0.5,4.193916682879005,1.0
421,-0.5,4.18627258982471,1.0
422,-0.5,4.286259449215965,1.0
423,-0.5,4.190385525998407,1.0
424,-0.5,4.179663068811549,1.0
425,-0.5,4.218397259187626,1.0
426,-0.5,4.157640554626006,1.0
427,-0.5,4.232420959573256,1.0
428,-0.5,4.125763176890456,1.0
429,-0.5,4.337253261400406,1.0
430,-0.5,4.175894289824202,1.0
431,-0.5,4.281222174049305,1.0
432,-0.5,4.21195107710588,1.0
433,-0.5,4.162990107749166,1.0
434,-0.5,4.1019271122279255,1.0
435,-0.5,4.187704657077345,1.0
436,-0.5,4.2380367761660045,1.0
437,-0.5,4.157312530886358,1.0
438,-0.5,4.261665723509146,1.0
439,-0.5,4.266223038827033,1.0
440,-0.5,4.133296491252891,1.0
441,-0.5,4.190463291697243,1.0
442,-0.5,4.210822375225367,1.0
443,-0.5,4.261874571398682,1.0
444,-0.5,4.108777501558625,1.0
445,-0.5,4.154511021675999,1.0
446,-0.5,4.2499829335196795,1.0
447,-0.5,4.226060800320697,1.0
448,-0.5,4.193679509278734,1.0
449,-0.5,4.1442620029454105,1.0
450,-0.5,4.261807093909156,1.0
451,-0.5,4.24070700448896,1.0
452,-0.5,4.287945988136776,1.0
453,-0.5,4.262901271392092,1.0
454,-0.5,4.229144371147997,1.0
455,-0.5,4.181852165297077,1.0
456,-0.5,4.301963570828546,1.0
457,-0.5,4.208388868977803,1.0
458,-0.5,4.200278311367567,1.0
459,-0.5,4.250307809728992,1.0
460,-0.5,4.267126019289721,1.0
461,-0.5,4.163784252671523,1.0
462,-0.5,4.207886578586876,1.0
463,-0.5,4.108374241394526,1.0
464,-0.5,4.29715080161063,1.0
465,-0.5,4.182537245338134,1.0
466,-0.5,4.1180069861462725,1.0
467,-0.5,4.242409652304943,1.0
468,-0.5,4.217372787796839,1.0
469,-0.5,4.199212707665527,1.0
470,-0.5,4.197165555520356,1.0
471,-0.5,4.17673831328782,1.0
472,-0.5,4.217981986892717,1.0
473,-0.5,4.169350737383596,1.0
474,-0.5,4.204029246492783,1.0
475,-0.5,4.183794686493655,1.0
476,-0.5,4.187150083996076,1.0
477,-0.5,4.191737932422854,1.0
478,-0.5,4.234727745018401,1.0
479,-0.5,4.192836532536677,1.0
480,-0.5,4.188537084939205,1.0
481,-0.5,4.130657405640431,1.0
482,-0.5,4.308486204438857,1.0
483,-0.5,4.197828536674224,1.0
484,-0.5,4.256025940591594,1.0
485,-0.5,4.16835602582768,1.0
486,-0.5,4.217684748240481,1.0
487,-0.5,4.209839706191238,1.0
488,-0.5,4.2076852554683715,1.0
489,-0.5,4.185062890330659,1.0
490,-0.5,4.254810654532605,1.0
491,-0.5,4.208613665168963,1.0
492,-0.5,4.289026103234203,1.0
493,-0.5,4.142177406423997,1.0
494,-0.5,4.232785404779233,1.0
495,-0.5,4.21556815866506,1.0
496,-0.5,4.231794432778516,1.0
497,-0.5,4.250187712606579,1.0
498,-0.5,4.138947416814972,1.0
499,-0.5,4.17809264398406,1.0
500,-0.5,4.124337667233136,1.0
501,-0.5,4.220684007354366,1.0
502,-0.5,4.161667747795045,1.0
503,-0.5,4.248514247781,1.0
504,-0.5,4.2518829197462304,1.0
505,-0.5,4.304457609759956,1.0
506,-0.5,4.216145669749106,1.0
507,-0.5,4.233624606983297,1.0
508,-0.5,4.220684510687906,1.0
509,-0.5,4.203219480893601,1.0
510,-0.5,4.216358053416089,1.0
511,-0.5,4.174263491410025,1.0
512,-0.5,4.113179568933069,1.0
513,-0.5,4.19082024428959,1.0
514,-0.5,4.161925072451238,1.0
515,-0.5,4.185135458370407,1.0
516,-0.5,4.2597989677496955,1.0
517,-0.5,4.217794346299281,1.0
518,-0.5,4.168251777391644,1.0
519,-0.5,4.189217222572833,1.0
520,-0.5,4.174614960564251,1.0
521,-0.5,4.173397524330374,1.0
522,-0.5,4.246880060059109,1.0
523,-0.5,4.213277444133103,1.0
524,-0.5,4.240542402415405,1.0
525,-0.5,4.199172819409311,1.0
526,-0.5,4.270293214702184,1.0
527,-0.5,4.301429548632316,1.0
528,-0.5,4.206940243686622,1.0
529,-0.5,4.168168626434573,1.0
530,-0.5,4.181683184214021,1.0
531,-0.5,4.153297637675491,1.0
532,-0.5,4.1512643330482675,1.0
533,-0.5,4.221779322668401,1.0
534,-0.5,4.2344951358469345,1.0
535,-0.5,4.300886091323883,1.0
536,-0.5,4.235344022771135,1.0
537,-0.5,4.211637251243716,1.0
538,-0.5,4.118885374599927,1.0
539,-0.5,4.180067190679586,1.0
540,-0.5,4.216434057626479,1.0
541,-0.5,4.147863883976243,1.0
542,-0.5,4.1535916864700555,1.0
543,-0.5,4.139549586135363,1.0
544,-0.5,4.187418904581601,1.0
545,-0.5,4.180889439092834,1.0
546,-0.5,4.15948898446048,1.0
547,-0.5,4.186637894323373,1.0
548,-0.5,4.266936810403843,1.0
549,-0.5,4.205957328265196,1.0
550,-0.5,4.158646425377046,1.0
551,-0.5,4.26453515206013,1.0
552,-0.5,4.2624251416002,1.0
553,-0.5,4.213610781762059,1.0
554,-0.5,4.124970455605365,1.0
555,-0.5,4.149819168267796,1.0
556,-0.5,4.256501659622781,1.0
557,-0.5,4.259907980429563,1.0
558,-0.5,4.135498700287384,1.0
559,-0.5,4.2573704110617285,1.0
560,-0.5,4.1977098919929885,1.0
561,-0.5,4.211461446974855,1.0
562,-0.5,4.166664048442091,1.0
563,-0.5,4.168795432318971,1.0
564,-0.5,4.0775354415543426,1.0
565,-0.5,4.195295964039133,1.0
566,-0.5,4.138373061385624,1.0
567,-0.5,4.249419474843206,1.0
568,-0.5,4.198367171279295,1.0
569,-0.5,4.244790433418556,1.0
570,-0.5,4.212182751750251,1.0
571,-0.5,4.239830726726972,1.0
572,-0.5,4.169856986735269,1.0
573,-0.5,4.169880524717768,1.0
574,-0.5,4.13022046742476,1.0
575,-0.5,4.204434768918071,1.0
576,-0.5,4.171553821799126,1.0
577,-0.5,4.285914167304496,1.0
578,-0.5,4.220796112968311,1.0
579,-0.5,4.2328067365091595,1.0
580,-0.5,4.172410478180321,1.0
581,-0.5,4.1734436357134275,1.0
582,-0.5,4.2441811701567245,1.0
583,-0.5,4.211200498056588,1.0
584,-0.5,4.199847651891991,1.0
585,-0.5,4.234911201445868,1.0
586,-0.5,4.219035015550735,1.0
587,-0.5,4.225392775413455,1.0
588,-0.5,4.277715709038043,1.0
589,-0.5,4.2384089486842464,1.0
590,-0.5,4.242520272022299,1.0
591,-0.5,4.21800568918456,1.0
592,-0.5,4.14013174093897,1.0
593,-0.5,4.136441783181558,1.0
594,-0.5,4.258607931193248,1.0
595,-0.5,4.226582584291022,1.0
596,-0.5,4.058335747655889,1.0
597,-0.5,4.200901788010985,1.0
598,-0.5,4.253367262728866,1.0
599,-0.5,4.246101508211966,1.0
600,-0.5,4.221900130304673,1.0
601,-0.5,4.274524619721858,1.0
602,-0.5,4.2477648034338005,1.0
603,-0.5,4.191145661456263,1.0
604,-0.5,4.192146649701684,1.0
605,-0.5,4.244089588541207,1.0
606,-0.5,4.244522415950091,1.0
607,-0.5,4.182938959686957,1.0
608,-0.5,4.170646336678102,1.0
609,-0.5,4.220741884565688,1.0
610,-0.5,4.224413769079666,1.0
611,-0.5,4.197669368895755,1.0
612,-0.5,4.171992120984814,1.0
613,-0.5,4.168561981749259,1.0
614,-0.5,4.211820998056739,1.0
615,-0.5,4.163106181917159,1.0
616,-0.5,4.1912584549668725,1.0
617,-0.5,4.1404610916380316,1.0
618,-0.5,4.171127577688688,1.0
619,-0.5,4.291711551401084,1.0
620,-0.5,4.190437740920814,1.0
621,-0.5,4.166431061591241,1.0
622,-0.5,4.226911870513422,1.0
623,-0.5,4.196396770881042,1.0
624,-0.5,4.166442903722831,1.0
625,-0.5,4.201879484365964,1.0
626,-0.5,4.1930183707866675,1.0
627,-0.5,4.2092791176913105,1.0
628,-0.5,4.201703273392809,1.0
629,-0.5,4.201330593558471,1.0
630,-0.5,4.095674460567322,1.0
631,-0.5,4.3328211975306985,1.0
632,-0.5,4.2844260313714555,1.0
633,-0.5,4.140331866859965,1.0
634,-0.5,4.252114153057702,1.0
635,-0.5,4.2499972158304,1.0
636,-0.5,4.197501744827224,1.0
637,-0.5,4.261583678191547,1.0
638,-0.5,4.193314318868292,1.0
639,-0.5,4.179595512954412,1.0
640,-0.5,4.15820031607381,1.0
641,-0.5,4.262331658895819,1.0
642,-0.5,4.193190556359455,1.0
643,-0.5,4.289124704024905,1.0
644,-0.5,4.1268426211928775,1.0
645,-0.5,4.13870083640521,1.0
646,-0.5,4.137892972866748,1.0
647,-0.5,4.263180247613601,1.0
648,-0.5,4.1727209510668235,1.0
649,-0.5,4.301401900073545,1.0
650,-0.5,4.25298828829169,1.0
651,-0.5,4.218595150880268,1.0
652,-0.5,4.302149056188977,1.0
653,-0.5,4.1743962498756195,1.0
654,-0.5,4.2302293027427424,1.0
655,-0.5,4.224173737829056,1.0
656,-0.5,4.203375454366927,1.0
657,-0.5,4.189910159564961,1.0
658,-0.5,4.249702821845245,1.0
659,-0.5,4.18934933085511,1.0
660,-0.5,4.243137679804496,1.0
661,-0.5,4.199411237047915,1.0
662,-0.5,4.206623803554207,1.0
663,-0.5,4.188808467900839,1.0
664,-0.5,4.1328541857973855,1.0
665,-0.5,4.207299491567787,1.0
666,-0.5,4.284473831726497,1.0
667,-0.5,4.184125269105503,1.0
668,-0.5,4.20516959768158,1.0
669,-0.5,4.2145392799716035,1.0
670,-0.5,4.253852464270781,1.0
671,-0.5,4.102657722325705,1.0
672,-0.5,4.227232933061522,1.0
673,-0.5,4.238457185481748,1.0
674,-0.5,4.206304895147677,1.0
675,-0.5,4.24276527725012,1.0
676,-0.5,4.218123970352413,1.0
677,-0.5,4.188988890018187,1.0
678,-0.5,4.267674596671127,1.0
679,-0.5,4.11342365928557,1.0
680,-0.5,4.2521841840885815,1.0
681,-0.5,4.215252049160102,1.0
682,-0.5,4.194479822720183,1.0
683,-0.5,4.187017932562411,1.0
684,-0.5,4.259248502448513,1.0
685,-0.5,4.262725653694079,1.0
686,-0.5,4.247573917322109,1.0
687,-0.5,4.182541833128106,1.0
688,-0.5,4.241463543983295,1.0
689,-0.5,4.216497839178648,1.0
690,-0.5,4.230614477147976,1.0
691,-0.5,4.235591241462353,1.0
692,-0.5,4.1207225543717385,1.0
693,-0.5,4.294010718484024,1.0
694,-0.5,4.235726716755811,1.0
695,-0.5,4.222645222150948,1.0
696,-0.5,4.239032384706219,1.0
697,-0.5,4.24950542072417,1.0
698,-0.5,4.145940231560401,1.0
699,-0.5,4.218754963712034,1.0
700,-0.5,4.175143616388054,1.0
701,-0.5,4.208698509933492,1.0
702,-0.5,4.172863026785527,1.0
703,-0.5,4.221799166323146,1.0
704,-0.5,4.233814875298966,1.0
705,-0.5,4.2734773489834295,1.0
706,-0.5,4.148137437651286,1.0
707,-0.5,4.2077490247753255,1.0
708,-0.5,4.230539909943898,1.0
709,-0.5,4.138332018829124,1.0
710,-0.5,4.1501617276394045,1.0
711,-0.5,4.268071436285423,1.0
712,-0.5,4.227439664756141,1.0
713,-0.5,4.1970157968762365,1.0
714,-0.5,4.2332319190255925,1.0
715,-0.5,4.236791975135875,1.0
716,-0.5,4.1220932646578925,1.0
717,-0.5,4.196623772578248,1.0
718,-0.5,4.2970389298143905,1.0
719,-0.5,4.17230227865941,1.0
720,-0.5,4.197841986967602,1.0
721,-0.5,4.244943541383967,1.0
722,-0.5,4.135385114601241,1.0
723,-0.5,4.215577976992667,1.0
724,-0.5,4.252894605083012,1.0
725,-0.5,4.267575420456031,1.0
726,-0.5,4.341222584521724,1.0
727,-0.5,4.169862300843079,1.0
728,-0.5,4.1218752885962875,1.0
729,-0.5,4.229445940022318,1.0
